,INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
7054,2021-06-01,TW,CC,CL,NC,2,2,7.0,17.0,,10.0,,,1
7055,2021-06-01,CD,TW,CC,CL,4,3+,17.0,17.0,27.0,0.0,10.0,10.0,1
7056,2021-06-01,CD,CL,CC,CL,3,3,13.0,27.0,35.0,14.0,22.0,8.0,1
7057,2021-07-01,CL,CD,CD,NC,2,2,10.0,22.0,,12.0,,,1
7058,2021-07-01,CD,CD,CL,NC,2,2,5.0,12.0,,7.0,,,1
7059,2021-07-01,CD,CL,CL,NC,2,2,14.0,20.0,,6.0,,,1
7060,2021-07-01,TW,CD,CL,CL,3,3,4.0,18.0,38.0,14.0,34.0,20.0,1
7061,2021-07-01,CD,CD,CD,CL,7,3+,6.0,8.0,8.0,2.0,2.0,0.0,1
7062,2021-07-01,CD,CD,CD,CD,3,3,10.0,13.0,29.0,3.0,19.0,16.0,1
7063,2021-07-01,CD,CD,CL,CL,3,3,1.0,5.0,9.0,4.0,8.0,4.0,1
7064,2021-07-01,CD,CC,CC,NC,2,2,0.0,23.0,,23.0,,,1
7065,2021-07-01,CD,TW,CD,NC,2,2,18.0,33.0,,15.0,,,1
7066,2021-07-01,CD,TW,CD,CD,3,3,5.0,11.0,14.0,6.0,9.0,3.0,1
7067,2021-07-01,CD,CD,CD,CL,3,3,6.0,10.0,34.0,4.0,28.0,24.0,1
7068,2021-07-01,CD,CD,CD,CD,5,3+,5.0,10.0,21.0,5.0,16.0,11.0,1
7069,2021-07-01,CD,TW,CC,TW,3,3,15.0,39.0,39.0,24.0,24.0,0.0,1
7070,2021-07-01,CL,CD,CD,NC,2,2,16.0,37.0,,21.0,,,1
7071,2021-07-01,CD,TW,CC,NC,2,2,8.0,8.0,,0.0,,,1
7072,2021-07-01,CD,CD,CD,CD,3,3,5.0,12.0,34.0,7.0,29.0,22.0,1
7073,2021-07-01,CD,CD,CC,NC,2,2,3.0,12.0,,9.0,,,1
7074,2021-07-01,CD,CD,CC,CD,3,3,14.0,14.0,32.0,0.0,18.0,18.0,1
7075,2021-07-01,CD,CD,CD,CD,4,3+,22.0,28.0,31.0,6.0,9.0,3.0,1
7076,2021-07-01,CD,CD,CL,CC,4,3+,14.0,33.0,33.0,19.0,19.0,0.0,1
7077,2021-07-01,CD,CD,CD,CD,3,3,7.0,26.0,32.0,19.0,25.0,6.0,1
7078,2021-07-01,CD,CC,CL,CL,3,3,6.0,17.0,28.0,11.0,22.0,11.0,1
7079,2021-07-01,CD,CL,CL,NC,2,2,10.0,37.0,,27.0,,,1
7080,2021-07-01,CD,CD,CL,CL,3,3,7.0,30.0,38.0,23.0,31.0,8.0,1
7081,2021-07-01,CD,CD,CC,NC,2,2,17.0,37.0,,20.0,,,1
7082,2021-07-01,CD,CD,CL,CD,3,3,10.0,10.0,12.0,0.0,2.0,2.0,1
7083,2021-07-01,CD,CD,CD,CC,3,3,1.0,18.0,20.0,17.0,19.0,2.0,1
7084,2021-07-01,CD,CD,CD,CC,3,3,9.0,14.0,14.0,5.0,5.0,0.0,1
7085,2021-07-01,CD,CL,CC,NC,2,2,13.0,28.0,,15.0,,,1
7086,2021-07-01,CD,CL,HPL,NC,2,2,12.0,37.0,,25.0,,,1
7087,2021-07-01,CD,CD,CD,CC,3,3,22.0,32.0,32.0,10.0,10.0,0.0,1
7088,2021-07-01,CD,CD,CD,CD,3,3,4.0,26.0,33.0,22.0,29.0,7.0,1
7089,2021-07-01,CD,CD,CD,CD,3,3,11.0,15.0,23.0,4.0,12.0,8.0,1
7090,2021-07-01,CC,CC,CC,NC,2,2,13.0,32.0,,19.0,,,1
7091,2021-07-01,CD,CD,CD,CD,5,3+,1.0,2.0,10.0,1.0,9.0,8.0,1
7092,2021-07-01,CD,CD,CD,CD,3,3,8.0,30.0,33.0,22.0,25.0,3.0,1
7093,2021-07-01,CD,CD,CD,CC,3,3,19.0,33.0,34.0,14.0,15.0,1.0,1
7094,2021-07-01,CD,CD,CD,CC,3,3,9.0,26.0,26.0,17.0,17.0,0.0,1
7095,2021-07-01,CD,CD,CD,CD,6,3+,13.0,21.0,22.0,8.0,9.0,1.0,1
7096,2021-07-01,CD,CD,CD,HPL,3,3,33.0,34.0,36.0,1.0,3.0,2.0,1
7097,2021-07-01,CD,CD,CD,HPL,3,3,5.0,15.0,23.0,10.0,18.0,8.0,1
7098,2021-07-01,CL,CL,CC,CL,5,3+,8.0,9.0,20.0,1.0,12.0,11.0,1
7099,2021-07-01,CD,CD,CC,CD,4,3+,4.0,9.0,9.0,5.0,5.0,0.0,1
7100,2021-07-01,CL,CL,CL,NC,2,2,8.0,32.0,,24.0,,,1
7101,2021-07-01,CD,CD,CC,CD,3,3,5.0,5.0,21.0,0.0,16.0,16.0,1
7102,2021-07-01,CD,CL,CD,CD,3,3,12.0,18.0,27.0,6.0,15.0,9.0,1
7103,2021-07-01,CD,CD,CD,CD,6,3+,10.0,11.0,23.0,1.0,13.0,12.0,1
7104,2021-07-01,CD,CD,CD,CL,4,3+,3.0,8.0,28.0,5.0,25.0,20.0,1
7105,2021-07-01,CD,CC,TW,NC,2,2,14.0,28.0,,14.0,,,1
7106,2021-07-01,CD,CD,CD,CD,3,3,22.0,31.0,32.0,9.0,10.0,1.0,1
7107,2021-07-01,CL,CL,CL,NC,2,2,3.0,14.0,,11.0,,,1
7108,2021-07-01,CD,CD,CD,NC,2,2,17.0,28.0,,11.0,,,1
7109,2021-07-01,CD,CL,CL,CC,4,3+,6.0,12.0,18.0,6.0,12.0,6.0,1
7110,2021-07-01,CD,CD,CD,CD,3,3,3.0,14.0,35.0,11.0,32.0,21.0,1
7111,2021-07-01,CD,CD,CD,CD,3,3,10.0,13.0,35.0,3.0,25.0,22.0,1
7112,2021-07-01,CL,CL,CL,CD,3,3,15.0,22.0,29.0,7.0,14.0,7.0,1
7113,2021-07-01,CD,CC,TW,CD,4,3+,21.0,21.0,33.0,0.0,12.0,12.0,1
7114,2021-07-01,CD,CD,CL,CD,3,3,6.0,13.0,18.0,7.0,12.0,5.0,1
7115,2021-07-01,CD,CC,CD,CD,3,3,0.0,36.0,37.0,36.0,37.0,1.0,1
7116,2021-07-01,TW,CL,NC,NC,1,1,22.0,,,,,,1
7117,2021-07-01,CD,CD,CD,CC,3,3,8.0,19.0,23.0,11.0,15.0,4.0,1
7118,2021-07-01,CD,CL,CL,NC,2,2,8.0,22.0,,14.0,,,1
7119,2021-07-01,CL,CD,CD,CD,3,3,7.0,11.0,20.0,4.0,13.0,9.0,1
7120,2021-07-01,CD,CD,CD,CD,4,3+,6.0,11.0,14.0,5.0,8.0,3.0,1
7121,2021-07-01,CD,CD,CD,TW,3,3,18.0,22.0,30.0,4.0,12.0,8.0,1
7122,2021-07-01,CD,CD,CD,CD,3,3,12.0,20.0,24.0,8.0,12.0,4.0,1
7123,2021-07-01,CD,CD,CD,CD,3,3,20.0,25.0,39.0,5.0,19.0,14.0,1
7124,2021-07-01,CD,CD,CC,CL,4,3+,4.0,19.0,19.0,15.0,15.0,0.0,1
7125,2021-07-01,CD,CL,CC,NC,2,2,38.0,38.0,,0.0,,,1
7126,2021-07-01,CL,CL,CL,CL,3,3,7.0,12.0,18.0,5.0,11.0,6.0,1
7127,2021-07-01,TW,TW,CD,NC,2,2,18.0,31.0,,13.0,,,1
7128,2021-07-01,CD,CD,CL,NC,2,2,4.0,23.0,,19.0,,,1
7129,2021-07-01,CD,CC,TW,CD,3,3,28.0,34.0,36.0,6.0,8.0,2.0,1
7130,2021-07-01,CD,CD,CC,CL,3,3,7.0,30.0,36.0,23.0,29.0,6.0,1
7131,2021-07-01,CD,CD,CC,NC,2,2,11.0,12.0,,1.0,,,1
7132,2021-07-01,CL,CD,CC,CL,3,3,10.0,10.0,24.0,0.0,14.0,14.0,1
7133,2021-07-01,CD,CD,CD,CD,3,3,15.0,26.0,32.0,11.0,17.0,6.0,1
7134,2021-07-01,CL,CL,CL,CL,5,3+,5.0,11.0,24.0,6.0,19.0,13.0,1
7135,2021-07-01,CD,CD,CL,NC,2,2,10.0,24.0,,14.0,,,1
7136,2021-07-01,CD,CD,CD,CD,3,3,6.0,22.0,32.0,16.0,26.0,10.0,1
7137,2021-07-01,CD,CD,CD,CD,5,3+,16.0,17.0,29.0,1.0,13.0,12.0,1
7138,2021-07-01,CD,CD,CD,CD,3,3,5.0,10.0,25.0,5.0,20.0,15.0,1
7139,2021-06-01,CD,CD,CD,CD,5,3+,9.0,12.0,23.0,3.0,14.0,11.0,1
7140,2021-05-01,CD,CD,CD,CD,3,3,9.0,23.0,26.0,14.0,17.0,3.0,1
7141,2021-05-01,CD,CC,CD,TW,3,3,11.0,13.0,14.0,2.0,3.0,1.0,1
7142,2021-06-01,CD,CD,CL,CC,5,3+,4.0,6.0,12.0,2.0,8.0,6.0,1
7143,2021-05-01,CD,CD,CD,CC,3,3,5.0,17.0,30.0,12.0,25.0,13.0,1
7144,2021-05-01,CD,CD,CD,HPL,4,3+,18.0,28.0,41.0,10.0,23.0,13.0,1
7145,2021-05-01,CD,CD,CD,CD,4,3+,8.0,25.0,28.0,17.0,20.0,3.0,1
7146,2021-06-01,CD,TW,CC,CD,3,3,10.0,11.0,21.0,1.0,11.0,10.0,1
7147,2021-06-01,CD,CD,CD,CD,4,3+,11.0,16.0,27.0,5.0,16.0,11.0,1
7148,2021-06-01,CD,CD,CC,CL,3,3,26.0,28.0,39.0,2.0,13.0,11.0,1
7149,2021-06-01,CD,TW,CD,NC,2,2,14.0,34.0,,20.0,,,1
7150,2021-07-01,CD,CD,CD,CD,4,3+,7.0,9.0,10.0,2.0,3.0,1.0,1
7151,2021-06-01,CD,CD,CD,CD,3,3,2.0,16.0,27.0,14.0,25.0,11.0,1
7152,2021-05-01,CD,CL,CL,CD,4,3+,14.0,16.0,30.0,2.0,16.0,14.0,1
7153,2021-06-01,CD,CD,CD,CL,8,3+,5.0,17.0,21.0,12.0,16.0,4.0,1
7154,2021-05-01,CD,CD,CL,CL,4,3+,8.0,11.0,16.0,3.0,8.0,5.0,1
7155,2021-07-01,CD,CL,CD,CL,4,3+,24.0,31.0,36.0,7.0,12.0,5.0,1
7156,2021-05-01,CD,CL,HPL,CL,3,3,12.0,26.0,37.0,14.0,25.0,11.0,1
7157,2021-05-01,CD,CD,CD,CD,3,3,5.0,12.0,34.0,7.0,29.0,22.0,1
7158,2021-07-01,CL,CL,CL,NC,2,2,24.0,33.0,,9.0,,,1
7159,2021-06-01,CD,CD,CD,CD,3,3,20.0,24.0,33.0,4.0,13.0,9.0,1
7160,2021-05-01,CD,CD,CL,CD,4,3+,5.0,16.0,17.0,11.0,12.0,1.0,1
7161,2021-06-01,CD,CL,CL,CL,3,3,7.0,22.0,34.0,15.0,27.0,12.0,1
7162,2021-06-01,CD,TW,CD,NC,2,2,11.0,27.0,,16.0,,,1
7163,2021-05-01,CD,CD,CC,NC,2,2,6.0,15.0,,9.0,,,1
7164,2021-05-01,CD,CD,CC,TW,4,3+,1.0,17.0,17.0,16.0,16.0,0.0,1
7165,2021-06-01,CC,CD,NC,NC,1,1,24.0,,,,,,1
7166,2021-05-01,CD,CD,CD,CD,4,3+,7.0,7.0,24.0,0.0,17.0,17.0,1
7167,2021-05-01,CD,CD,CD,CD,5,3+,6.0,10.0,15.0,4.0,9.0,5.0,1
7168,2021-06-01,CL,CL,CD,CL,4,3+,12.0,18.0,26.0,6.0,14.0,8.0,1
7169,2021-05-01,CC,CL,CL,CL,3,3,14.0,20.0,27.0,6.0,13.0,7.0,1
7170,2021-06-01,CD,CD,CD,TW,5,3+,4.0,5.0,17.0,1.0,13.0,12.0,1
7171,2021-05-01,CD,CL,CD,NC,2,2,17.0,41.0,,24.0,,,1
7172,2021-05-01,CD,CD,CD,CD,3,3,30.0,35.0,39.0,5.0,9.0,4.0,1
7173,2021-06-01,CD,CD,CD,CD,3,3,25.0,29.0,35.0,4.0,10.0,6.0,1
7174,2021-06-01,CC,CD,CD,CD,5,3+,11.0,13.0,17.0,2.0,6.0,4.0,1
7175,2021-05-01,CD,CL,CD,NC,2,2,20.0,24.0,,4.0,,,1
7176,2021-05-01,CD,CD,CD,CD,4,3+,29.0,33.0,37.0,4.0,8.0,4.0,1
7177,2021-06-01,CD,CL,CL,NC,2,2,1.0,13.0,,12.0,,,1
7178,2021-05-01,CD,CD,CD,CD,6,3+,7.0,10.0,11.0,3.0,4.0,1.0,1
7179,2021-06-01,CD,CL,CL,CL,4,3+,5.0,9.0,14.0,4.0,9.0,5.0,1
7180,2021-06-01,TW,CD,TW,CD,3,3,8.0,14.0,22.0,6.0,14.0,8.0,1
7181,2021-05-01,CD,CL,CL,NC,2,2,26.0,38.0,,12.0,,,1
7182,2021-06-01,CD,CD,CD,CD,4,3+,4.0,9.0,10.0,5.0,6.0,1.0,1
7183,2021-06-01,CD,CD,CC,CD,3,3,8.0,8.0,30.0,0.0,22.0,22.0,1
7184,2021-05-01,CD,CC,CD,NC,2,2,11.0,35.0,,24.0,,,1
7185,2021-07-01,CD,CD,CD,CD,4,3+,3.0,6.0,8.0,3.0,5.0,2.0,1
7186,2021-06-01,CD,CD,CD,CD,3,3,5.0,25.0,30.0,20.0,25.0,5.0,1
7187,2021-06-01,CD,CD,CD,CD,3,3,1.0,15.0,18.0,14.0,17.0,3.0,1
7188,2021-06-01,CD,CD,HPL,NC,2,2,35.0,40.0,,5.0,,,1
7189,2021-06-01,CD,CL,CL,CD,4,3+,15.0,25.0,27.0,10.0,12.0,2.0,1
7190,2021-06-01,CD,CD,CD,CD,5,3+,5.0,17.0,25.0,12.0,20.0,8.0,1
7191,2021-06-01,CD,TW,CD,CD,4,3+,0.0,8.0,9.0,8.0,9.0,1.0,1
7192,2021-07-01,CD,CL,CL,CL,4,3+,6.0,12.0,18.0,6.0,12.0,6.0,1
7193,2021-07-01,CD,CD,CD,CD,6,3+,11.0,14.0,16.0,3.0,5.0,2.0,1
7194,2021-05-01,CC,CL,CD,NC,2,2,2.0,26.0,,24.0,,,1
7195,2021-05-01,TW,CL,CL,NC,2,2,15.0,28.0,,13.0,,,1
7196,2021-05-01,CD,CC,CD,CD,3,3,0.0,21.0,25.0,21.0,25.0,4.0,1
7197,2021-05-01,CD,CD,CD,CD,4,3+,8.0,15.0,37.0,7.0,29.0,22.0,1
7198,2021-05-01,CD,CD,CD,CD,3,3,14.0,16.0,25.0,2.0,11.0,9.0,1
7199,2021-05-01,CD,CD,CL,NC,2,2,11.0,35.0,,24.0,,,1
7200,2021-05-01,CD,CD,CC,CD,3,3,18.0,18.0,37.0,0.0,19.0,19.0,1
7201,2021-05-01,CD,TW,CD,NC,2,2,0.0,17.0,,17.0,,,1
7202,2021-05-01,CD,CD,CD,CD,7,3+,8.0,16.0,25.0,8.0,17.0,9.0,1
7203,2021-05-01,CD,CL,CL,NC,2,2,13.0,41.0,,28.0,,,1
7204,2021-05-01,CD,CD,CD,CL,3,3,1.0,5.0,15.0,4.0,14.0,10.0,1
7205,2021-05-01,CD,CD,CD,CD,3,3,31.0,35.0,41.0,4.0,10.0,6.0,1
7206,2021-05-01,CD,CD,CD,CD,3,3,7.0,10.0,12.0,3.0,5.0,2.0,1
7207,2021-05-01,CD,CD,CD,CD,3,3,15.0,31.0,35.0,16.0,20.0,4.0,1
7208,2021-05-01,CD,CD,CC,CL,3,3,28.0,38.0,40.0,10.0,12.0,2.0,1
7209,2021-05-01,CD,CD,CD,CD,4,3+,9.0,20.0,29.0,11.0,20.0,9.0,1
7210,2021-05-01,CD,CL,CD,NC,2,2,13.0,25.0,,12.0,,,1
7211,2021-05-01,CD,CD,CL,CD,3,3,9.0,26.0,40.0,17.0,31.0,14.0,1
7212,2021-05-01,CD,CD,CD,CD,5,3+,19.0,23.0,25.0,4.0,6.0,2.0,1
7213,2021-05-01,CD,CL,CL,CD,8,3+,5.0,7.0,10.0,2.0,5.0,3.0,1
7214,2021-05-01,CD,CD,CC,CL,4,3+,1.0,17.0,17.0,16.0,16.0,0.0,1
7215,2021-05-01,CD,CD,CD,CL,3,3,19.0,23.0,34.0,4.0,15.0,11.0,1
7216,2021-05-01,CD,CD,CD,CD,3,3,9.0,13.0,21.0,4.0,12.0,8.0,1
7217,2021-05-01,CD,CD,CD,CD,4,3+,8.0,35.0,37.0,27.0,29.0,2.0,1
7218,2021-05-01,CD,CL,CL,CL,3,3,13.0,25.0,40.0,12.0,27.0,15.0,1
7219,2021-05-01,CD,CD,CD,CD,4,3+,7.0,11.0,20.0,4.0,13.0,9.0,1
7220,2021-05-01,CD,CD,CD,CL,3,3,10.0,14.0,17.0,4.0,7.0,3.0,1
7221,2021-05-01,CD,CD,CL,NC,2,2,34.0,40.0,,6.0,,,1
7222,2021-05-01,CD,CL,CC,CL,3,3,10.0,15.0,15.0,5.0,5.0,0.0,1
7223,2021-05-01,CD,CD,CD,CD,3,3,20.0,33.0,33.0,13.0,13.0,0.0,1
7224,2021-05-01,CD,CL,CD,NC,2,2,17.0,28.0,,11.0,,,1
7225,2021-05-01,CL,CL,CL,CL,3,3,6.0,8.0,11.0,2.0,5.0,3.0,1
7226,2021-05-01,CD,CD,CD,CC,3,3,3.0,13.0,13.0,10.0,10.0,0.0,1
7227,2021-05-01,CD,CD,CD,CD,3,3,15.0,22.0,29.0,7.0,14.0,7.0,1
7228,2021-05-01,CD,CD,CD,CD,3,3,2.0,10.0,16.0,8.0,14.0,6.0,1
7229,2021-05-01,CD,CD,CD,CD,3,3,6.0,20.0,33.0,14.0,27.0,13.0,1
7230,2021-05-01,CL,CD,NC,NC,1,1,34.0,,,,,,1
7231,2021-05-01,CD,CD,CL,CL,3,3,16.0,23.0,35.0,7.0,19.0,12.0,1
7232,2021-05-01,CD,CD,CD,CC,4,3+,5.0,11.0,13.0,6.0,8.0,2.0,1
7233,2021-05-01,CD,CD,CD,CC,3,3,25.0,31.0,35.0,6.0,10.0,4.0,1
7234,2021-05-01,CD,CD,CL,NC,2,2,19.0,29.0,,10.0,,,1
7235,2021-05-01,CD,CD,CD,CL,4,3+,1.0,13.0,19.0,12.0,18.0,6.0,1
7236,2021-05-01,CD,CD,CD,HPL,3,3,11.0,14.0,26.0,3.0,15.0,12.0,1
7237,2021-05-01,CD,CD,CL,CL,5,3+,11.0,14.0,17.0,3.0,6.0,3.0,1
7238,2021-05-01,CD,CD,CL,CL,3,3,8.0,21.0,33.0,13.0,25.0,12.0,1
7239,2021-05-01,CD,CL,CD,NC,2,2,9.0,31.0,,22.0,,,1
7240,2021-05-01,CD,CD,CD,CD,3,3,12.0,18.0,32.0,6.0,20.0,14.0,1
7241,2021-05-01,CD,CD,CL,CL,4,3+,9.0,16.0,35.0,7.0,26.0,19.0,1
7242,2021-05-01,CD,CD,CC,CD,5,3+,8.0,20.0,35.0,12.0,27.0,15.0,1
7243,2021-05-01,CD,CC,CL,NC,2,2,4.0,17.0,,13.0,,,1
7244,2021-05-01,CD,CD,CD,CD,5,3+,15.0,21.0,28.0,6.0,13.0,7.0,1
7245,2021-05-01,CD,CD,CD,CD,4,3+,17.0,18.0,35.0,1.0,18.0,17.0,1
7246,2021-05-01,CD,CL,CL,CL,5,3+,10.0,12.0,17.0,2.0,7.0,5.0,1
7247,2021-05-01,CD,CD,CC,CD,4,3+,5.0,7.0,12.0,2.0,7.0,5.0,1
7248,2021-05-01,CD,CD,CD,CD,4,3+,5.0,15.0,27.0,10.0,22.0,12.0,1
7249,2021-05-01,CD,CD,CD,CD,3,3,4.0,23.0,30.0,19.0,26.0,7.0,1
7250,2021-05-01,CD,CD,CD,CD,4,3+,18.0,20.0,33.0,2.0,15.0,13.0,1
7251,2021-05-01,CD,TW,CC,NC,2,2,30.0,30.0,,0.0,,,1
7252,2021-05-01,CD,CD,CD,CL,4,3+,4.0,24.0,32.0,20.0,28.0,8.0,1
7253,2021-05-01,CD,TW,CD,NC,2,2,19.0,23.0,,4.0,,,2
7254,2021-05-01,CD,CD,CD,CD,4,3+,15.0,19.0,29.0,4.0,14.0,10.0,1
7255,2021-05-01,CD,CD,CD,CD,3,3,20.0,20.0,33.0,0.0,13.0,13.0,1
7256,2021-05-01,CD,CD,CD,CC,5,3+,7.0,15.0,15.0,8.0,8.0,0.0,1
7257,2021-05-01,CD,CD,CD,CD,3,3,28.0,34.0,40.0,6.0,12.0,6.0,1
7258,2021-05-01,CD,CD,HPL,NC,2,2,10.0,40.0,,30.0,,,1
7259,2021-05-01,CD,CL,CL,CL,4,3+,1.0,6.0,20.0,5.0,19.0,14.0,1
7260,2021-05-01,CD,CD,CD,CL,5,3+,11.0,24.0,28.0,13.0,17.0,4.0,1
7261,2021-05-01,CD,CC,CD,CL,3,3,0.0,12.0,15.0,12.0,15.0,3.0,1
7262,2021-05-01,CD,CD,CD,CC,3,3,8.0,25.0,41.0,17.0,33.0,16.0,1
7263,2021-05-01,CD,CD,CD,CD,6,3+,6.0,18.0,21.0,12.0,15.0,3.0,1
7264,2021-05-01,CD,CD,CL,NC,2,2,8.0,18.0,,10.0,,,1
7265,2021-05-01,CD,CD,CD,CD,3,3,8.0,17.0,37.0,9.0,29.0,20.0,1
7266,2021-05-01,CD,CD,CC,CL,4,3+,14.0,23.0,29.0,9.0,15.0,6.0,1
7267,2021-05-01,CD,CD,CC,CD,3,3,26.0,26.0,37.0,0.0,11.0,11.0,1
7268,2021-05-01,CD,CD,CL,NC,2,2,26.0,32.0,,6.0,,,1
7269,2021-05-01,CD,CD,CL,CD,4,3+,18.0,32.0,38.0,14.0,20.0,6.0,1
7270,2021-05-01,CD,CL,CL,CD,3,3,5.0,7.0,35.0,2.0,30.0,28.0,1
7271,2021-05-01,CD,CD,CL,NC,2,2,30.0,33.0,,3.0,,,1
7272,2021-05-01,CD,CD,TW,NC,2,2,7.0,10.0,,3.0,,,1
7273,2021-05-01,CD,CL,CL,CL,3,3,5.0,23.0,29.0,18.0,24.0,6.0,1
7274,2021-05-01,CD,CD,CL,NC,2,2,2.0,10.0,,8.0,,,1
7275,2021-05-01,TW,CD,CD,NC,2,2,11.0,18.0,,7.0,,,1
7276,2021-05-01,CD,CD,CD,CD,4,3+,10.0,10.0,29.0,0.0,19.0,19.0,1
7277,2021-05-01,CD,CD,CC,CD,3,3,24.0,25.0,34.0,1.0,10.0,9.0,1
7278,2021-05-01,CD,CL,TW,NC,2,2,7.0,9.0,,2.0,,,1
7279,2021-05-01,CD,CL,CL,CC,5,3+,8.0,12.0,19.0,4.0,11.0,7.0,1
7280,2021-05-01,CD,CL,CD,NC,2,2,20.0,23.0,,3.0,,,1
7281,2021-05-01,CD,CD,CD,CD,3,3,8.0,19.0,34.0,11.0,26.0,15.0,1
7282,2021-05-01,CD,CL,CD,NC,2,2,2.0,11.0,,9.0,,,1
7283,2021-05-01,CD,CC,CL,CL,5,3+,7.0,7.0,21.0,0.0,14.0,14.0,1
7284,2021-05-01,CD,CD,CC,CD,4,3+,5.0,5.0,8.0,0.0,3.0,3.0,1
7285,2021-05-01,CD,CD,CD,CD,3,3,14.0,28.0,31.0,14.0,17.0,3.0,1
7286,2021-05-01,CD,CD,CD,CD,8,3+,2.0,5.0,14.0,3.0,12.0,9.0,1
7287,2021-05-01,CD,CD,CD,CD,3,3,8.0,13.0,32.0,5.0,24.0,19.0,1
7288,2021-05-01,CD,CD,CD,CL,5,3+,7.0,21.0,26.0,14.0,19.0,5.0,1
7289,2021-05-01,CD,CL,CC,CL,3,3,10.0,17.0,17.0,7.0,7.0,0.0,1
7290,2021-05-01,CD,CL,CD,CC,5,3+,8.0,15.0,29.0,7.0,21.0,14.0,1
7291,2021-05-01,TW,CL,CD,NC,2,2,13.0,40.0,,27.0,,,1
7292,2021-05-01,CD,CD,CD,CD,5,3+,6.0,7.0,18.0,1.0,12.0,11.0,1
7293,2021-05-01,CD,CL,CL,NC,2,2,21.0,37.0,,16.0,,,1
7294,2021-05-01,CD,CL,CL,CC,3,3,11.0,19.0,30.0,8.0,19.0,11.0,1
7295,2021-05-01,CD,CL,CC,CL,4,3+,20.0,34.0,37.0,14.0,17.0,3.0,1
7296,2021-05-01,CD,CD,CD,CD,5,3+,1.0,20.0,24.0,19.0,23.0,4.0,1
7297,2021-05-01,CD,CL,CL,CD,4,3+,7.0,17.0,24.0,10.0,17.0,7.0,1
7298,2021-05-01,CD,CD,CD,CD,4,3+,24.0,37.0,41.0,13.0,17.0,4.0,1
7299,2021-05-01,CD,CD,CD,CD,3,3,14.0,18.0,33.0,4.0,19.0,15.0,1
7300,2021-05-01,CD,CD,CD,NC,2,2,19.0,41.0,,22.0,,,1
7301,2021-05-01,CD,CD,CD,CD,3,3,5.0,24.0,41.0,19.0,36.0,17.0,1
7302,2021-05-01,CD,CD,CD,CD,3,3,4.0,12.0,31.0,8.0,27.0,19.0,1
7303,2021-05-01,CD,CD,CD,CD,5,3+,12.0,14.0,19.0,2.0,7.0,5.0,1
7304,2021-05-01,CD,TW,CD,NC,2,2,11.0,26.0,,15.0,,,1
7305,2021-05-01,CD,CD,HPL,NC,2,2,33.0,35.0,,2.0,,,1
7306,2021-05-01,TW,CD,CD,NC,2,2,21.0,33.0,,12.0,,,1
7307,2021-05-01,CD,CD,CD,CD,3,3,21.0,28.0,33.0,7.0,12.0,5.0,1
7308,2021-05-01,CD,CD,HPL,NC,2,2,33.0,34.0,,1.0,,,1
7309,2021-05-01,CD,CD,CD,CD,3,3,6.0,9.0,12.0,3.0,6.0,3.0,1
7310,2021-05-01,CC,CD,CL,NC,2,2,0.0,8.0,,8.0,,,1
7311,2021-05-01,CD,CD,CD,CD,4,3+,6.0,14.0,35.0,8.0,29.0,21.0,1
7312,2021-05-01,CD,CD,CL,NC,2,2,13.0,33.0,,20.0,,,1
7313,2021-05-01,CD,CD,CD,CD,3,3,14.0,23.0,37.0,9.0,23.0,14.0,1
7314,2021-05-01,CD,CL,CL,CL,6,3+,5.0,8.0,17.0,3.0,12.0,9.0,1
7315,2021-05-01,CD,CD,CD,CD,3,3,30.0,30.0,36.0,0.0,6.0,6.0,1
7316,2021-05-01,CL,CL,CC,CL,4,3+,16.0,26.0,26.0,10.0,10.0,0.0,1
7317,2021-06-01,CC,CC,NC,NC,1,1,19.0,,,,,,1
7318,2021-05-01,CD,CD,CC,CD,3,3,14.0,14.0,25.0,0.0,11.0,11.0,1
7319,2021-05-01,CD,CD,CD,CD,4,3+,22.0,26.0,30.0,4.0,8.0,4.0,1
7320,2021-05-01,CL,CD,NC,NC,1,1,4.0,,,,,,1
7321,2021-05-01,CD,CD,CD,CD,3,3,7.0,26.0,40.0,19.0,33.0,14.0,1
7322,2021-05-01,CD,CD,CL,CL,3,3,10.0,12.0,32.0,2.0,22.0,20.0,1
7323,2021-05-01,CD,CD,CD,CD,4,3+,13.0,25.0,25.0,12.0,12.0,0.0,1
7324,2021-05-01,CD,CD,CD,CD,3,3,6.0,24.0,36.0,18.0,30.0,12.0,1
7325,2021-05-01,CD,CL,CL,CD,3,3,10.0,15.0,40.0,5.0,30.0,25.0,1
7326,2021-05-01,CD,CD,CD,CD,3,3,14.0,25.0,32.0,11.0,18.0,7.0,1
7327,2021-05-01,CD,CD,CD,CD,3,3,5.0,23.0,38.0,18.0,33.0,15.0,1
7328,2021-05-01,CD,CD,CD,CC,3,3,31.0,40.0,40.0,9.0,9.0,0.0,1
7329,2021-05-01,CD,CD,CC,CD,3,3,16.0,16.0,17.0,0.0,1.0,1.0,1
